gene_id	gene_symbol	description	category	log2FoldChange	pvalue	padj	significant
MMAR_5434	espA	ESX-1 substrate EspA (virulence factor)	ESX_Secretion	2.4137	1.0000e-15	5.4545e-15	YES
MMAR_4531	dosR	DevR/DosR two-component transcriptional response regulator	DosR_Stress	2.4260	1.0000e-15	5.4545e-15	YES
MMAR_4532	dosS	DosS histidine kinase sensor (redox / oxygen unweighting)	DosR_Stress	2.3386	1.0000e-15	5.4545e-15	YES
MMAR_2030	hspX	Alpha-crystallin small heat shock protein HspX / Acr	DosR_Stress	2.9483	1.0000e-15	5.4545e-15	YES
MMAR_4533	tgs1	Triacylglycerol synthase Tgs1 (lipid droplet dormancy)	DosR_Stress	2.2134	1.0000e-15	5.4545e-15	YES
MMAR_2028	fdxA	Ferredoxin FdxA (anaerobic electron transfer)	DosR_Stress	2.0190	1.0000e-15	5.4545e-15	YES
MMAR_1416	narG	Nitrate reductase alpha subunit NarG	DosR_Stress	1.7315	1.0000e-15	5.4545e-15	YES
MMAR_1804	sigE	ECF RNA polymerase sigma factor SigE (envelope stress)	DosR_Stress	1.6992	1.0000e-15	5.4545e-15	YES
MMAR_4571	sigH	ECF RNA polymerase sigma factor SigH (oxidative stress)	DosR_Stress	1.9791	1.0000e-15	5.4545e-15	YES
MMAR_4670	whiB3	Redox-sensing transcription regulator WhiB3	DosR_Stress	2.1955	1.0000e-15	5.4545e-15	YES
MMAR_2761	katG	Catalase-peroxidase KatG	Oxidative_Stress	1.9653	1.0000e-15	5.4545e-15	YES
MMAR_5238	sodA	Superoxide dismutase SodA (Mn/Fe cofactor)	Oxidative_Stress	2.4790	1.0000e-15	5.4545e-15	YES
MMAR_0638	sodC	Superoxide dismutase SodC (Cu/Zn envelope enzyme)	Oxidative_Stress	1.8580	1.0000e-15	5.4545e-15	YES
MMAR_3514	ahpC	Alkyl hydroperoxide reductase subunit C	Oxidative_Stress	2.1894	1.0000e-15	5.4545e-15	YES
MMAR_3513	ahpD	Alkyl hydroperoxide reductase subunit D	Oxidative_Stress	1.7470	1.0000e-15	5.4545e-15	YES
MMAR_3978	trxB2	Thioredoxin reductase TrxB2	Oxidative_Stress	1.7514	1.0000e-15	5.4545e-15	YES
MMAR_3979	trxC	Thioredoxin TrxC	Oxidative_Stress	1.6501	1.0000e-15	5.4545e-15	YES
MMAR_4420	cydA	Cytochrome bd ubiquinol oxidase subunit I	Simulator_Divergent	2.2292	1.0000e-15	5.4545e-15	YES
MMAR_4421	cydB	Cytochrome bd ubiquinol oxidase subunit II	Simulator_Divergent	2.1866	1.0000e-15	5.4545e-15	YES
MMAR_0820	icl1	Isocitrate lyase Icl1 (glyoxylate shunt)	Simulator_Divergent	2.0587	1.0000e-15	5.4545e-15	YES
MMAR_0911	atpB	ATP synthase F1 beta subunit	Downregulated_Metabolism	-0.8557	1.0000e-15	5.4545e-15	YES
MMAR_2350	nuoA	NADH-quinone oxidoreductase subunit A	Downregulated_Metabolism	-1.2565	1.0000e-15	5.4545e-15	YES
MMAR_2352	nuoD	NADH-quinone oxidoreductase subunit D	Downregulated_Metabolism	-1.2177	1.0000e-15	5.4545e-15	YES
MMAR_4100	gltA	Citrate synthase GltA	Downregulated_Metabolism	-1.5055	1.0000e-15	5.4545e-15	YES
MMAR_4101	icd1	Isocitrate dehydrogenase Icd1	Downregulated_Metabolism	-1.1856	1.0000e-15	5.4545e-15	YES
MMAR_1890	eno	Enolase Eno (glycolytic enzyme)	Downregulated_Metabolism	-0.9986	1.0000e-15	5.4545e-15	YES
MMAR_0072	mmp_72	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0072	Background_Genome	-0.4673	1.0000e-15	5.4545e-15	NO
MMAR_0081	mmp_81	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0081	Background_Genome	-0.9314	1.0000e-15	5.4545e-15	YES
MMAR_0096	mmp_96	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0096	Background_Genome	-0.6984	1.0000e-15	5.4545e-15	NO
MMAR_0106	mmp_106	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0106	Background_Genome	-0.9028	1.0000e-15	5.4545e-15	YES
MMAR_0110	mmp_110	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0110	Background_Genome	0.6691	1.0000e-15	5.4545e-15	NO
MMAR_0112	mmp_112	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0112	Background_Genome	0.3924	1.0000e-15	5.4545e-15	NO
MMAR_0125	mmp_125	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0125	Background_Genome	-0.4142	1.0000e-15	5.4545e-15	NO
MMAR_0128	mmp_128	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0128	Background_Genome	0.7279	1.0000e-15	5.4545e-15	NO
MMAR_0136	mmp_136	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0136	Background_Genome	0.4732	1.0000e-15	5.4545e-15	NO
MMAR_0161	mmp_161	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0161	Background_Genome	0.6737	1.0000e-15	5.4545e-15	NO
MMAR_0164	mmp_164	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0164	Background_Genome	0.5422	1.0000e-15	5.4545e-15	NO
MMAR_0169	mmp_169	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0169	Background_Genome	-0.2289	1.0000e-15	5.4545e-15	NO
MMAR_0172	mmp_172	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0172	Background_Genome	0.8355	1.0000e-15	5.4545e-15	YES
MMAR_0173	mmp_173	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0173	Background_Genome	-0.7947	1.0000e-15	5.4545e-15	YES
MMAR_0177	mmp_177	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0177	Background_Genome	0.5627	1.0000e-15	5.4545e-15	NO
MMAR_0179	mmp_179	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0179	Background_Genome	1.0426	1.0000e-15	5.4545e-15	YES
MMAR_0181	mmp_181	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0181	Background_Genome	-0.5672	1.0000e-15	5.4545e-15	NO
MMAR_0198	mmp_198	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0198	Background_Genome	-1.0175	1.0000e-15	5.4545e-15	YES
MMAR_0201	mmp_201	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0201	Background_Genome	-1.0795	1.0000e-15	5.4545e-15	YES
MMAR_0207	mmp_207	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0207	Background_Genome	-0.7730	1.0000e-15	5.4545e-15	YES
MMAR_0214	mmp_214	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0214	Background_Genome	1.0485	1.0000e-15	5.4545e-15	YES
MMAR_0224	mmp_224	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0224	Background_Genome	1.0187	1.0000e-15	5.4545e-15	YES
MMAR_0227	mmp_227	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0227	Background_Genome	0.6307	1.0000e-15	5.4545e-15	NO
MMAR_0233	mmp_233	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0233	Background_Genome	0.7227	1.0000e-15	5.4545e-15	NO
MMAR_0266	mmp_266	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0266	Background_Genome	-0.5761	1.0000e-15	5.4545e-15	NO
MMAR_0268	mmp_268	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0268	Background_Genome	0.6574	1.0000e-15	5.4545e-15	NO
MMAR_0276	mmp_276	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0276	Background_Genome	0.4632	1.0000e-15	5.4545e-15	NO
MMAR_0281	mmp_281	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0281	Background_Genome	1.0027	1.0000e-15	5.4545e-15	YES
MMAR_0284	mmp_284	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0284	Background_Genome	-0.6261	1.0000e-15	5.4545e-15	NO
MMAR_0285	mmp_285	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0285	Background_Genome	-1.2049	1.0000e-15	5.4545e-15	YES
MMAR_0286	mmp_286	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0286	Background_Genome	-1.1100	1.0000e-15	5.4545e-15	YES
MMAR_0309	mmp_309	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0309	Background_Genome	-0.5550	1.0000e-15	5.4545e-15	NO
MMAR_0317	mmp_317	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0317	Background_Genome	0.8802	1.0000e-15	5.4545e-15	YES
MMAR_0325	mmp_325	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0325	Background_Genome	0.4130	1.0000e-15	5.4545e-15	NO
MMAR_0326	mmp_326	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0326	Background_Genome	-0.7263	1.0000e-15	5.4545e-15	NO
MMAR_0340	mmp_340	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0340	Background_Genome	-0.5994	1.0000e-15	5.4545e-15	NO
MMAR_0341	mmp_341	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0341	Background_Genome	0.7220	1.0000e-15	5.4545e-15	NO
MMAR_0348	mmp_348	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0348	Background_Genome	1.1991	1.0000e-15	5.4545e-15	YES
MMAR_0355	mmp_355	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0355	Background_Genome	0.5519	1.0000e-15	5.4545e-15	NO
MMAR_0361	mmp_361	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0361	Background_Genome	0.7094	1.0000e-15	5.4545e-15	NO
MMAR_0372	mmp_372	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0372	Background_Genome	-0.4160	1.0000e-15	5.4545e-15	NO
MMAR_0377	mmp_377	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0377	Background_Genome	-0.6175	1.0000e-15	5.4545e-15	NO
MMAR_0379	mmp_379	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0379	Background_Genome	-0.5287	1.0000e-15	5.4545e-15	NO
MMAR_0391	mmp_391	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0391	Background_Genome	0.3846	1.0000e-15	5.4545e-15	NO
MMAR_0400	mmp_400	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0400	Background_Genome	-0.5846	1.0000e-15	5.4545e-15	NO
MMAR_0402	mmp_402	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0402	Background_Genome	-0.6933	1.0000e-15	5.4545e-15	NO
MMAR_0411	mmp_411	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0411	Background_Genome	-0.9419	1.0000e-15	5.4545e-15	YES
MMAR_0413	mmp_413	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0413	Background_Genome	-1.0107	1.0000e-15	5.4545e-15	YES
MMAR_0415	mmp_415	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0415	Background_Genome	-1.0375	1.0000e-15	5.4545e-15	YES
MMAR_0423	mmp_423	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0423	Background_Genome	0.3648	1.0000e-15	5.4545e-15	NO
MMAR_0425	mmp_425	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0425	Background_Genome	1.1330	1.0000e-15	5.4545e-15	YES
MMAR_0427	mmp_427	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0427	Background_Genome	1.1148	1.0000e-15	5.4545e-15	YES
MMAR_0432	mmp_432	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0432	Background_Genome	-0.5691	1.0000e-15	5.4545e-15	NO
MMAR_0435	mmp_435	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0435	Background_Genome	-0.7444	1.0000e-15	5.4545e-15	NO
MMAR_0442	mmp_442	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0442	Background_Genome	0.5346	1.0000e-15	5.4545e-15	NO
MMAR_0447	mmp_447	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0447	Background_Genome	-1.0525	1.0000e-15	5.4545e-15	YES
MMAR_0449	mmp_449	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0449	Background_Genome	0.9795	1.0000e-15	5.4545e-15	YES
MMAR_0466	mmp_466	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0466	Background_Genome	-1.7381	1.0000e-15	5.4545e-15	YES
MMAR_0471	mmp_471	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0471	Background_Genome	0.4713	1.0000e-15	5.4545e-15	NO
MMAR_0476	mmp_476	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0476	Background_Genome	-0.8208	1.0000e-15	5.4545e-15	YES
MMAR_0479	mmp_479	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0479	Background_Genome	-0.9253	1.0000e-15	5.4545e-15	YES
MMAR_0484	mmp_484	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0484	Background_Genome	-0.9386	1.0000e-15	5.4545e-15	YES
MMAR_0486	mmp_486	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0486	Background_Genome	-0.8606	1.0000e-15	5.4545e-15	YES
MMAR_0492	mmp_492	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0492	Background_Genome	0.6825	1.0000e-15	5.4545e-15	NO
MMAR_0496	mmp_496	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0496	Background_Genome	-0.9134	1.0000e-15	5.4545e-15	YES
MMAR_0500	mmp_500	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0500	Background_Genome	-0.6388	1.0000e-15	5.4545e-15	NO
MMAR_0508	mmp_508	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0508	Background_Genome	0.6430	1.0000e-15	5.4545e-15	NO
MMAR_0510	mmp_510	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0510	Background_Genome	-0.4815	1.0000e-15	5.4545e-15	NO
MMAR_0512	mmp_512	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0512	Background_Genome	0.4084	1.0000e-15	5.4545e-15	NO
MMAR_0520	mmp_520	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0520	Background_Genome	-0.9079	1.0000e-15	5.4545e-15	YES
MMAR_0524	mmp_524	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0524	Background_Genome	-0.5720	1.0000e-15	5.4545e-15	NO
MMAR_0525	mmp_525	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0525	Background_Genome	-0.6929	1.0000e-15	5.4545e-15	NO
MMAR_0526	mmp_526	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0526	Background_Genome	-0.9284	1.0000e-15	5.4545e-15	YES
MMAR_0532	mmp_532	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0532	Background_Genome	-0.9890	1.0000e-15	5.4545e-15	YES
MMAR_0533	mmp_533	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0533	Background_Genome	-0.7650	1.0000e-15	5.4545e-15	YES
MMAR_0548	mmp_548	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0548	Background_Genome	0.7433	1.0000e-15	5.4545e-15	NO
MMAR_0549	mmp_549	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0549	Background_Genome	-0.8935	1.0000e-15	5.4545e-15	YES
MMAR_0553	mmp_553	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0553	Background_Genome	0.9945	1.0000e-15	5.4545e-15	YES
MMAR_0555	mmp_555	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0555	Background_Genome	0.6752	1.0000e-15	5.4545e-15	NO
MMAR_0566	mmp_566	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0566	Background_Genome	-1.2397	1.0000e-15	5.4545e-15	YES
MMAR_0574	mmp_574	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0574	Background_Genome	0.7344	1.0000e-15	5.4545e-15	NO
MMAR_0577	mmp_577	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0577	Background_Genome	0.8138	1.0000e-15	5.4545e-15	YES
MMAR_0578	mmp_578	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0578	Background_Genome	0.8663	1.0000e-15	5.4545e-15	YES
MMAR_0600	mmp_600	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0600	Background_Genome	-0.5229	1.0000e-15	5.4545e-15	NO
MMAR_0602	mmp_602	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0602	Background_Genome	-0.7964	1.0000e-15	5.4545e-15	YES
MMAR_0618	mmp_618	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0618	Background_Genome	-0.9107	1.0000e-15	5.4545e-15	YES
MMAR_0622	mmp_622	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0622	Background_Genome	0.8667	1.0000e-15	5.4545e-15	YES
MMAR_0624	mmp_624	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0624	Background_Genome	-0.7911	1.0000e-15	5.4545e-15	YES
MMAR_0646	mmp_646	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0646	Background_Genome	-0.4878	1.0000e-15	5.4545e-15	NO
MMAR_0652	mmp_652	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0652	Background_Genome	0.7246	1.0000e-15	5.4545e-15	NO
MMAR_0656	mmp_656	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0656	Background_Genome	0.8590	1.0000e-15	5.4545e-15	YES
MMAR_0663	mmp_663	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0663	Background_Genome	-0.8220	1.0000e-15	5.4545e-15	YES
MMAR_0675	mmp_675	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0675	Background_Genome	-0.7648	1.0000e-15	5.4545e-15	YES
MMAR_0678	mmp_678	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0678	Background_Genome	-0.5007	1.0000e-15	5.4545e-15	NO
MMAR_0681	mmp_681	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0681	Background_Genome	-1.0001	1.0000e-15	5.4545e-15	YES
MMAR_0687	mmp_687	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0687	Background_Genome	0.7266	1.0000e-15	5.4545e-15	NO
MMAR_0696	mmp_696	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0696	Background_Genome	1.1231	1.0000e-15	5.4545e-15	YES
MMAR_0735	mmp_735	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0735	Background_Genome	-0.2738	1.0000e-15	5.4545e-15	NO
MMAR_0745	mmp_745	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0745	Background_Genome	0.9682	1.0000e-15	5.4545e-15	YES
MMAR_0750	mmp_750	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0750	Background_Genome	0.5014	1.0000e-15	5.4545e-15	NO
MMAR_0753	mmp_753	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0753	Background_Genome	1.0215	1.0000e-15	5.4545e-15	YES
MMAR_0769	mmp_769	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0769	Background_Genome	0.4848	1.0000e-15	5.4545e-15	NO
MMAR_0778	mmp_778	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0778	Background_Genome	-1.1512	1.0000e-15	5.4545e-15	YES
MMAR_0784	mmp_784	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0784	Background_Genome	-0.7872	1.0000e-15	5.4545e-15	YES
MMAR_0791	mmp_791	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0791	Background_Genome	0.8809	1.0000e-15	5.4545e-15	YES
MMAR_0792	mmp_792	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0792	Background_Genome	-1.1642	1.0000e-15	5.4545e-15	YES
MMAR_0793	mmp_793	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0793	Background_Genome	-0.3265	1.0000e-15	5.4545e-15	NO
MMAR_0797	mmp_797	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0797	Background_Genome	0.6569	1.0000e-15	5.4545e-15	NO
MMAR_0801	mmp_801	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0801	Background_Genome	-0.8013	1.0000e-15	5.4545e-15	YES
MMAR_0802	mmp_802	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0802	Background_Genome	-0.6343	1.0000e-15	5.4545e-15	NO
MMAR_0804	mmp_804	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0804	Background_Genome	-0.7128	1.0000e-15	5.4545e-15	NO
MMAR_0812	mmp_812	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0812	Background_Genome	0.7230	1.0000e-15	5.4545e-15	NO
MMAR_0813	mmp_813	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0813	Background_Genome	0.7796	1.0000e-15	5.4545e-15	YES
MMAR_0818	mmp_818	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0818	Background_Genome	0.7883	1.0000e-15	5.4545e-15	YES
MMAR_0821	mmp_821	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0821	Background_Genome	-1.0300	1.0000e-15	5.4545e-15	YES
MMAR_0834	mmp_834	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0834	Background_Genome	0.6894	1.0000e-15	5.4545e-15	NO
MMAR_0837	mmp_837	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0837	Background_Genome	-0.9778	1.0000e-15	5.4545e-15	YES
MMAR_0850	mmp_850	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0850	Background_Genome	0.5367	1.0000e-15	5.4545e-15	NO
MMAR_0851	mmp_851	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0851	Background_Genome	-0.4188	1.0000e-15	5.4545e-15	NO
MMAR_0870	mmp_870	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0870	Background_Genome	-0.5095	1.0000e-15	5.4545e-15	NO
MMAR_0873	mmp_873	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0873	Background_Genome	-0.5739	1.0000e-15	5.4545e-15	NO
MMAR_0875	mmp_875	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0875	Background_Genome	-0.5536	1.0000e-15	5.4545e-15	NO
MMAR_0881	mmp_881	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0881	Background_Genome	-0.7188	1.0000e-15	5.4545e-15	NO
MMAR_0888	mmp_888	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0888	Background_Genome	0.5651	1.0000e-15	5.4545e-15	NO
MMAR_0898	mmp_898	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0898	Background_Genome	-0.6589	1.0000e-15	5.4545e-15	NO
MMAR_0899	mmp_899	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0899	Background_Genome	-0.9655	1.0000e-15	5.4545e-15	YES
MMAR_0905	mmp_905	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0905	Background_Genome	-0.5905	1.0000e-15	5.4545e-15	NO
MMAR_0906	mmp_906	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0906	Background_Genome	0.6729	1.0000e-15	5.4545e-15	NO
MMAR_0917	mmp_917	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0917	Background_Genome	1.1290	1.0000e-15	5.4545e-15	YES
MMAR_0927	mmp_927	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0927	Background_Genome	-0.5387	1.0000e-15	5.4545e-15	NO
MMAR_0929	mmp_929	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0929	Background_Genome	-0.2977	1.0000e-15	5.4545e-15	NO
MMAR_0930	mmp_930	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0930	Background_Genome	-0.6573	1.0000e-15	5.4545e-15	NO
MMAR_0942	mmp_942	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0942	Background_Genome	0.8895	1.0000e-15	5.4545e-15	YES
MMAR_0945	mmp_945	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0945	Background_Genome	-0.6350	1.0000e-15	5.4545e-15	NO
