gene_id	gene_symbol	description	category	log2FoldChange	pvalue	padj	significant
MMAR_RS18205	esxM	type VII secretion system effector EsxM	General	2.3838	3.5226e-09	1.8407e-07	YES
MMAR_RS18210	MMAR_RS18210	hypothetical protein	General	2.3410	5.4145e-09	2.7997e-07	YES
MMAR_RS13450	secA2	accessory Sec system translocase SecA2	General	1.6314	8.2719e-09	4.2332e-07	YES
MMAR_RS11510	MMAR_RS11510	NAD-dependent epimerase/dehydratase family protein	General	2.0062	8.3912e-09	4.2504e-07	YES
MMAR_RS11805	dnaE	DNA polymerase III subunit alpha	General	1.2554	8.7518e-09	4.3883e-07	YES
MMAR_RS15845	MMAR_RS15845	non-ribosomal peptide synthetase	General	1.2700	1.2508e-08	6.2089e-07	YES
MMAR_RS09695	MMAR_RS09695	thymidylate synthase	General	1.9323	1.9214e-08	9.4435e-07	YES
MMAR_RS01950	MMAR_RS01950	CaiB/BaiF CoA transferase family protein	General	-5.8965	2.4068e-08	1.1713e-06	YES
MMAR_RS01585	MMAR_RS01585	TIGR03668 family PPOX class F420-dependent oxidoreductase	General	-5.4967	3.0328e-08	1.4476e-06	YES
MMAR_RS03070	MMAR_RS03070	xanthine dehydrogenase family protein molybdopterin-binding subunit	General	-5.4967	3.0328e-08	1.4476e-06	YES
MMAR_RS02085	MMAR_RS02085	YhgE/Pip domain-containing protein	General	-2.7568	3.1100e-08	1.4703e-06	YES
MMAR_RS07335	MMAR_RS07335	PPE family protein	General	1.3851	3.2664e-08	1.5297e-06	YES
MMAR_RS03300	MMAR_RS03300	glycoside hydrolase family 76 protein	General	1.5224	4.1527e-08	1.9265e-06	YES
MMAR_RS17710	MMAR_RS17710	dienelactone hydrolase family protein	General	-1.1310	4.4203e-08	2.0317e-06	YES
MMAR_RS02185	MMAR_RS02185	MMPL family transporter	General	1.6330	5.2873e-08	2.4079e-06	YES
MMAR_RS06770	MMAR_RS06770	TOMM precursor leader peptide-binding protein	General	2.1346	5.6296e-08	2.5405e-06	YES
MMAR_RS17675	MMAR_RS17675	PPE family protein	General	1.9952	5.7852e-08	2.5872e-06	YES
MMAR_RS00785	MMAR_RS00785	NADP-dependent isocitrate dehydrogenase	General	0.7689	6.0631e-08	2.6873e-06	YES
MMAR_RS02035	MMAR_RS02035	virulence factor Mce family protein	General	3.2179	7.7141e-08	3.3887e-06	YES
MMAR_RS22495	MMAR_RS22495	hypothetical protein	General	1.7839	8.0971e-08	3.5258e-06	YES
MMAR_RS10125	MMAR_RS10125	class I SAM-dependent methyltransferase	General	2.3170	9.7014e-08	4.1876e-06	YES
MMAR_RS14520	MMAR_RS14520	BCCT family transporter	General	2.0110	9.9016e-08	4.2372e-06	YES
MMAR_RS11730	MMAR_RS11730	condensation domain-containing protein	General	1.7643	1.0347e-07	4.3526e-06	YES
MMAR_RS23980	MMAR_RS23980	thiamine pyrophosphate-dependent enzyme	General	2.6794	1.0281e-07	4.3526e-06	YES
MMAR_RS25020	MMAR_RS25020	MlaE family ABC transporter permease	General	1.7951	1.1428e-07	4.7670e-06	YES
MMAR_RS26860	MMAR_RS26860	GreA/GreB family elongation factor	General	1.1908	1.1721e-07	4.8486e-06	YES
MMAR_RS22070	MMAR_RS22070	arylsulfatase	General	1.3163	1.4788e-07	6.0669e-06	YES
MMAR_RS15355	tatC	twin-arginine translocase subunit TatC	General	2.2566	1.5458e-07	6.2895e-06	YES
MMAR_RS11505	MMAR_RS11505	nucleotide sugar dehydrogenase	General	1.7063	1.7409e-07	7.0260e-06	YES
MMAR_RS01140	MMAR_RS01140	heavy-metal-associated domain-containing protein	General	-1.3679	2.0121e-07	8.0550e-06	YES
MMAR_RS05765	MMAR_RS05765	ATP-binding protein	General	1.2137	2.2311e-07	8.8601e-06	YES
MMAR_RS04450	MMAR_RS04450	hypothetical protein	General	-1.0898	2.4295e-07	9.5714e-06	YES
MMAR_RS21965	MMAR_RS21965	RDD family protein	General	1.8503	2.5210e-07	9.8538e-06	YES
MMAR_RS07970	MMAR_RS07970	hypothetical protein	General	1.0014	2.6904e-07	1.0434e-05	YES
MMAR_RS05635	MMAR_RS05635	GMC oxidoreductase	General	0.8639	6.4259e-07	2.4727e-05	YES
MMAR_RS06455	hpf	ribosome hibernation-promoting factor, HPF/YfiA family	General	1.2216	7.7815e-07	2.9714e-05	YES
MMAR_RS03810	MMAR_RS03810	MmpS family transport accessory protein	General	-1.3589	9.2734e-07	3.5140e-05	YES
MMAR_RS06695	moeZ	adenylyltransferase/sulfurtransferase MoeZ	General	-0.8119	1.2827e-06	4.8239e-05	YES
MMAR_RS21865	MMAR_RS21865	class II fumarate hydratase	General	1.8591	1.3282e-06	4.9574e-05	YES
MMAR_RS11675	MMAR_RS11675	condensation domain-containing protein	General	1.2341	1.3799e-06	5.1119e-05	YES
MMAR_RS13960	MMAR_RS13960	anti-sigma factor antagonist	General	2.6315	1.7897e-06	6.5808e-05	YES
MMAR_RS22805	MMAR_RS22805	M23 family metallopeptidase	General	1.5035	1.8499e-06	6.7521e-05	YES
MMAR_RS25940	MMAR_RS25940	WhiB family transcriptional regulator	General	2.5749	2.0052e-06	7.2654e-05	YES
MMAR_RS27365	esxB	type VII secretion system ESX-1 WXG100 family target CFP-10	General	1.3926	2.4462e-06	8.7993e-05	YES
MMAR_RS08450	MMAR_RS08450	DoxX family protein	General	1.9671	2.5557e-06	9.1269e-05	YES
MMAR_RS26030	MMAR_RS26030	type 1 glutamine amidotransferase domain-containing protein	General	-5.7412	3.1418e-06	1.1140e-04	YES
MMAR_RS11630	rfbF	glucose-1-phosphate cytidylyltransferase	General	1.2345	3.1905e-06	1.1232e-04	YES
MMAR_RS16155	qcrB	cytochrome bc1 complex cytochrome b subunit	General	1.1586	3.5758e-06	1.2500e-04	YES
MMAR_RS16160	MMAR_RS16160	DUF2561 family protein	General	1.7952	4.2012e-06	1.4584e-04	YES
MMAR_RS17435	MMAR_RS17435	Ni/Fe hydrogenase subunit alpha	General	1.7460	4.6884e-06	1.6162e-04	YES
MMAR_RS10225	MMAR_RS10225	ArsR/SmtB family transcription factor	General	-1.5405	5.0744e-06	1.7372e-04	YES
MMAR_RS08570	MMAR_RS08570	RNA degradosome polyphosphate kinase	General	1.5372	5.4923e-06	1.8674e-04	YES
MMAR_RS15820	MMAR_RS15820	phthiotriol/phenolphthiotriol dimycocerosates methyltransferase	General	2.3306	5.5463e-06	1.8729e-04	YES
MMAR_RS02030	MMAR_RS02030	MCE family protein	General	2.2475	6.1226e-06	2.0535e-04	YES
MMAR_RS11325	MMAR_RS11325	PE family protein	General	1.2525	6.1699e-06	2.0555e-04	YES
MMAR_RS26145	MMAR_RS26145	class I SAM-dependent methyltransferase	General	-1.1017	7.5207e-06	2.4889e-04	YES
MMAR_RS15415	arc	proteasome ATPase	General	0.7941	8.3172e-06	2.7342e-04	YES
MMAR_RS02600	fadD2	long-chain-fatty-acid--CoA ligase FadD2	General	1.1886	9.0554e-06	2.9573e-04	YES
MMAR_RS24365	MMAR_RS24365	acyl-ACP desaturase	General	1.6207	1.1210e-05	3.6371e-04	YES
MMAR_RS25015	MMAR_RS25015	virulence factor Mce family protein	General	2.6273	1.1599e-05	3.7388e-04	YES
MMAR_RS25315	MMAR_RS25315	PPE family protein	General	1.6271	1.3228e-05	4.2364e-04	YES
MMAR_RS20265	MMAR_RS20265	MCE family protein	General	2.6122	1.4726e-05	4.6857e-04	YES
MMAR_RS18975	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	General	1.5046	1.5500e-05	4.9009e-04	YES
MMAR_RS11955	priA	bifunctional 1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase/phosphoribosylanthranilate isomerase PriA	General	1.9101	1.5737e-05	4.9443e-04	YES
MMAR_RS14605	MMAR_RS14605	DUF732 domain-containing protein	General	1.7118	2.0521e-05	6.4068e-04	YES
MMAR_RS23910	MMAR_RS23910	multicopper oxidase family protein	General	-1.2193	2.1108e-05	6.5486e-04	YES
MMAR_RS22320	MMAR_RS22320	response regulator transcription factor	General	1.2698	2.3040e-05	7.1037e-04	YES
MMAR_RS06740	nudC	NAD(+) diphosphatase	General	6.1815	2.4271e-05	7.4372e-04	YES
MMAR_RS22925	ku	non-homologous end joining protein Ku	General	1.9890	2.7157e-05	8.2704e-04	YES
MMAR_RS11715	MMAR_RS11715	GAP family protein	General	2.2835	2.7474e-05	8.3158e-04	YES
MMAR_RS13360	eccE	type VII secretion protein EccE	General	1.9093	3.0724e-05	9.2223e-04	YES
MMAR_RS20455	MMAR_RS20455	F0F1 ATP synthase subunit gamma	General	1.8762	3.0840e-05	9.2223e-04	YES
MMAR_RS23090	MMAR_RS23090	cupin domain-containing protein	General	-1.1642	3.1419e-05	9.3390e-04	YES
MMAR_RS09025	MMAR_RS09025	amidase	General	1.0385	3.2908e-05	9.7236e-04	YES
MMAR_RS11615	MMAR_RS11615	aldolase/citrate lyase family protein	General	2.6058	3.5818e-05	1.0521e-03	YES
MMAR_RS13355	mycP5	type VII secretion system ESX-5 serine protease mycosin MycP5	General	1.4260	3.6131e-05	1.0550e-03	YES
MMAR_RS28115	MMAR_RS28115	DUF3499 domain-containing protein	General	2.3370	3.9892e-05	1.1580e-03	YES
MMAR_RS16165	MMAR_RS16165	MmpS family transport accessory protein	General	1.1582	4.3174e-05	1.2460e-03	YES
MMAR_RS18560	lepA	translation elongation factor 4	General	1.7375	4.8455e-05	1.3903e-03	YES
MMAR_RS02350	MMAR_RS02350	cell envelope lipid trafficking protein PgfA	General	1.3552	5.0069e-05	1.4284e-03	YES
MMAR_RS09240	MMAR_RS09240	DUF6084 family protein	General	5.9878	5.0856e-05	1.4426e-03	YES
MMAR_RS04110	MMAR_RS04110	FAS1-like dehydratase domain-containing protein	General	1.8555	5.3595e-05	1.5116e-03	YES
MMAR_RS00200	MMAR_RS00200	ABC transporter permease	General	-1.4153	5.5782e-05	1.5644e-03	YES
MMAR_RS04150	MMAR_RS04150	MMPL/RND family transporter	General	1.4144	5.8307e-05	1.6170e-03	YES
MMAR_RS09815	MMAR_RS09815	Rv2732c family membrane protein	General	1.7921	5.8162e-05	1.6170e-03	YES
MMAR_RS27345	eccCa	type VII secretion protein EccCa	General	1.0755	6.6463e-05	1.8329e-03	YES
MMAR_RS06950	MMAR_RS06950	PPE family protein	General	3.3502	6.8480e-05	1.8767e-03	YES
MMAR_RS09955	MMAR_RS09955	RidA family protein	General	1.6548	6.8805e-05	1.8767e-03	YES
MMAR_RS02765	MMAR_RS02765	Hsp70 family protein	General	-1.5834	7.5392e-05	2.0451e-03	YES
MMAR_RS08435	gatB	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	General	1.0903	7.6649e-05	2.0679e-03	YES
MMAR_RS13800	MMAR_RS13800	cytochrome P450	General	1.9417	7.9973e-05	2.1459e-03	YES
MMAR_RS03625	thiC	phosphomethylpyrimidine synthase ThiC	General	2.4045	8.3345e-05	2.2243e-03	YES
MMAR_RS25360	MMAR_RS25360	mycothiol-dependent nitroreductase Rv2466c family protein	General	1.1396	8.6319e-05	2.2894e-03	YES
MMAR_RS27370	MMAR_RS27370	WXG100 family type VII secretion target	General	1.3454	8.6705e-05	2.2894e-03	YES
MMAR_RS02025	MMAR_RS02025	MlaE family ABC transporter permease	General	1.6928	8.7787e-05	2.3057e-03	YES
MMAR_RS02825	MMAR_RS02825	ferritin-like domain-containing protein	General	2.6516	8.8589e-05	2.3145e-03	YES
MMAR_RS18260	MMAR_RS18260	PPE family protein	General	1.2655	9.2032e-05	2.3919e-03	YES
MMAR_RS02525	MMAR_RS02525	Rv0250c family protein	General	1.7561	1.0089e-04	2.6083e-03	YES
MMAR_RS23170	MMAR_RS23170	enoyl-CoA hydratase	General	1.2797	1.0695e-04	2.7509e-03	YES
MMAR_RS18955	mobA	molybdenum cofactor guanylyltransferase	General	-1.6344	1.1037e-04	2.8241e-03	YES
MMAR_RS00115	MMAR_RS00115	PP2C family protein-serine/threonine phosphatase	General	2.3455	1.1096e-04	2.8246e-03	YES
MMAR_RS15370	MMAR_RS15370	helix-turn-helix transcriptional regulator	General	2.1931	1.1585e-04	2.9342e-03	YES
MMAR_RS10805	alaS	alanine--tRNA ligase	General	1.1979	1.2368e-04	3.1164e-03	YES
MMAR_RS09905	MMAR_RS09905	proteasome assembly chaperone family protein	General	-1.6871	1.2523e-04	3.1396e-03	YES
MMAR_RS13290	eccB	type VII secretion protein EccB	General	1.1813	1.3038e-04	3.2524e-03	YES
MMAR_RS21615	MMAR_RS21615	PPE family protein	General	1.0949	1.3490e-04	3.3483e-03	YES
MMAR_RS05505	glmS	glutamine--fructose-6-phosphate transaminase (isomerizing)	General	1.2779	1.4298e-04	3.5310e-03	YES
MMAR_RS08715	MMAR_RS08715	AMP-binding protein	General	2.3821	1.4627e-04	3.5945e-03	YES
MMAR_RS04145	MMAR_RS04145	MmpS family transport accessory protein	General	1.3545	1.5386e-04	3.7624e-03	YES
MMAR_RS12110	MMAR_RS12110	ANTAR domain-containing response regulator	General	1.4699	1.5552e-04	3.7843e-03	YES
MMAR_RS07260	MMAR_RS07260	PPE family protein	General	1.4452	1.8455e-04	4.4687e-03	YES
MMAR_RS18545	MMAR_RS18545	glycoside hydrolase family 15 protein	General	2.0412	1.9445e-04	4.6857e-03	YES
MMAR_RS19965	MMAR_RS19965	Rv1363c family protein	General	1.7562	2.1640e-04	5.1894e-03	YES
MMAR_RS16150	qcrA	cytochrome bc1 complex Rieske iron-sulfur subunit	General	1.4599	2.1947e-04	5.2377e-03	YES
MMAR_RS27845	MMAR_RS27845	PPE family protein	General	2.2589	2.3106e-04	5.4881e-03	YES
MMAR_RS21400	fdxA	ferredoxin	General	1.0426	2.3785e-04	5.6224e-03	YES
MMAR_RS18725	MMAR_RS18725	adenylate/guanylate cyclase domain-containing protein	General	1.6623	2.6043e-04	6.1269e-03	YES
MMAR_RS13350	eccD	type VII secretion integral membrane protein EccD	General	1.2445	2.7905e-04	6.5340e-03	YES
MMAR_RS09090	MMAR_RS09090	fasciclin domain-containing protein	General	-1.1324	2.8846e-04	6.7226e-03	YES
MMAR_RS17750	MMAR_RS17750	oxidoreductase	General	-3.7194	3.0342e-04	7.0382e-03	YES
MMAR_RS13295	MMAR_RS13295	type VII secretion protein EccC	General	1.1699	3.2026e-04	7.3943e-03	YES
MMAR_RS01615	ag85C	diacylglycerol acyltransferase/mycolyltransferase Ag85C	General	1.5584	3.2533e-04	7.4687e-03	YES
MMAR_RS22440	rsmA	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	General	1.9747	3.2649e-04	7.4687e-03	YES
MMAR_RS10555	secF	protein translocase subunit SecF	General	1.4147	3.3272e-04	7.5762e-03	YES
MMAR_RS20645	MMAR_RS20645	Rv2253 family sensor-like surface protein	General	2.2340	3.4408e-04	7.7992e-03	YES
MMAR_RS06105	MMAR_RS06105	arylsulfatase	General	6.3310	3.8574e-04	8.7037e-03	YES
MMAR_RS10135	aftC	arabinofuranan 3-O-arabinosyltransferase	General	0.8476	3.9669e-04	8.9102e-03	YES
MMAR_RS12075	cydC	thiol reductant ABC exporter subunit CydC	General	2.6377	4.2089e-04	9.4112e-03	YES
MMAR_RS06700	MMAR_RS06700	TIGR02569 family protein	General	1.8534	4.2620e-04	9.4448e-03	YES
MMAR_RS17350	dosR	hypoxia response regulator transcription factor DosR/DevR	General	1.3696	4.2531e-04	9.4448e-03	YES
MMAR_RS02290	MMAR_RS02290	WS/DGAT/MGAT family O-acyltransferase	General	1.6909	4.3420e-04	9.5793e-03	YES
MMAR_RS08155	MMAR_RS08155	NAD(P)-dependent alcohol dehydrogenase	General	-1.8525	4.4352e-04	9.7418e-03	YES
MMAR_RS01550	MMAR_RS01550	NRAMP family divalent metal transporter	General	-2.4595	4.5361e-04	9.9194e-03	YES
MMAR_RS12260	MMAR_RS12260	PE family protein	General	2.2696	4.5849e-04	9.9823e-03	YES
MMAR_RS09730	MMAR_RS09730	ribonuclease J	General	0.9695	4.7043e-04	1.0197e-02	YES
MMAR_RS18570	MMAR_RS18570	CBS domain-containing protein	General	2.2242	4.7773e-04	1.0311e-02	YES
MMAR_RS11045	ribD	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	General	6.1600	4.8547e-04	1.0413e-02	YES
